id,date,category,price
2429992,2021-02-15,1,16.0
2429993,2013-04-16,0,37.0
2429994,2014-11-10,17,67.0
2429995,2016-07-28,5,96.0
2429996,2015-10-19,3,75.0
2429997,2012-11-14,10,29.0
2429998,2014-08-12,10,96.0
2429999,2013-10-06,14,77.0
2430000,2012-03-15,10,69.0
2430001,2018-12-13,14,8.0
2430002,2016-06-23,14,35.0
2430003,2019-12-16,15,57.0
2430004,2021-12-23,15,23.0
2430005,2020-08-09,7,16.0
2430006,2016-04-12,9,25.0
2430007,2021-01-09,9,27.0
2430008,2012-04-18,8,59.0
2430009,2020-08-18,3,97.0
2430010,2017-12-27,17,10.0
2430011,2015-11-27,2,49.0
2430012,2014-07-28,5,79.0
2430013,2014-04-28,18,94.0
2430014,2018-03-18,1,18.0
2430015,2021-06-23,16,51.0
2430016,2014-12-04,0,11.0
2430017,2016-07-06,1,64.0
2430018,2021-07-26,19,2.0
2430019,2018-04-24,8,37.0
2430020,2019-11-24,8,3.0
2430021,2013-06-27,1,43.0
2430022,2021-12-26,10,51.0
2430023,2019-12-23,11,28.0
2430024,2014-07-06,7,93.0
2430025,2016-03-01,4,4.0
2430026,2016-01-04,4,93.0
2430027,2017-09-06,11,29.0
2430028,2017-04-23,0,18.0
2430029,2017-01-11,12,34.0
2430030,2015-06-01,6,40.0
2430031,2021-07-13,19,30.0
2430032,2021-11-01,12,16.0
2430033,2020-07-21,2,13.0
2430034,2015-04-21,10,32.0
2430035,2019-10-06,18,4.0
2430036,2014-08-01,7,16.0
2430037,2012-06-19,9,80.0
2430038,2019-11-16,18,1.0
2430039,2015-03-16,14,78.0
2430040,2012-03-03,6,26.0
2430041,2012-01-22,0,81.0
2430042,2018-12-25,0,51.0
2430043,2019-09-28,18,92.0
2430044,2016-04-27,4,97.0
2430045,2016-04-08,11,68.0
2430046,2018-10-09,6,4.0
2430047,2016-09-19,2,96.0
2430048,2021-04-09,12,98.0
2430049,2016-12-12,6,54.0
2430050,2016-01-12,8,58.0
2430051,2017-11-14,3,51.0
2430052,2012-12-05,19,25.0
2430053,2014-06-18,13,85.0
2430054,2019-02-24,15,72.0
2430055,2015-01-11,11,8.0
2430056,2018-11-09,7,83.0
2430057,2019-06-21,7,14.0
2430058,2016-07-22,12,63.0
2430059,2021-05-18,18,66.0
2430060,2015-05-21,12,76.0
2430061,2019-07-17,2,73.0
2430062,2013-03-07,16,90.0
2430063,2018-06-21,16,28.0
2430064,2012-08-01,14,76.0
2430065,2019-07-05,16,41.0
2430066,2014-03-20,0,42.0
2430067,2016-03-23,10,82.0
2430068,2016-11-05,19,65.0
2430069,2015-05-23,7,71.0
2430070,2018-04-26,5,85.0
2430071,2019-06-15,0,27.0
2430072,2015-11-02,18,67.0
2430073,2012-03-03,4,37.0
2430074,2021-05-13,6,35.0
2430075,2020-08-20,8,89.0
2430076,2018-09-09,6,24.0
2430077,2014-01-07,6,58.0
2430078,2014-09-11,1,96.0
2430079,2018-10-16,14,57.0
2430080,2013-02-14,18,40.0
2430081,2014-07-27,18,5.0
2430082,2019-10-05,0,64.0
2430083,2018-07-10,9,33.0
2430084,2019-01-14,2,81.0
2430085,2020-01-17,15,67.0
2430086,2017-08-22,9,96.0
2430087,2019-09-14,11,0.0
2430088,2013-07-26,3,52.0
2430089,2015-12-12,12,41.0
2430090,2017-05-25,17,94.0
2430091,2012-03-16,1,89.0
2430092,2014-07-23,11,24.0
2430093,2015-10-22,18,67.0
2430094,2019-02-21,18,23.0
2430095,2015-09-13,4,96.0
2430096,2021-05-12,8,72.0
2430097,2018-06-13,16,91.0
2430098,2018-07-15,3,70.0
2430099,2015-04-22,8,2.0
2430100,2018-09-08,12,69.0
2430101,2017-01-18,2,38.0
2430102,2013-01-17,2,93.0
2430103,2021-04-07,6,31.0
2430104,2015-08-28,19,26.0
2430105,2017-03-18,18,65.0
2430106,2012-08-02,18,42.0
2430107,2015-04-16,2,50.0
2430108,2018-02-26,17,47.0
2430109,2014-05-18,17,40.0
2430110,2017-08-27,3,0.0
2430111,2014-12-12,15,5.0
2430112,2015-11-07,9,48.0
2430113,2012-05-09,18,56.0
2430114,2021-09-05,11,82.0
2430115,2020-02-06,19,80.0
2430116,2018-08-12,7,50.0
2430117,2013-07-25,3,3.0
2430118,2013-04-28,6,77.0
2430119,2018-07-24,4,32.0
2430120,2015-11-11,10,26.0
2430121,2013-02-26,16,98.0
2430122,2016-10-27,6,25.0
2430123,2019-01-27,17,97.0
2430124,2021-03-16,10,31.0
2430125,2013-12-20,2,31.0
2430126,2015-11-21,1,43.0
2430127,2013-03-13,3,1.0
2430128,2019-07-28,14,42.0
2430129,2018-07-02,13,64.0
2430130,2021-07-17,0,11.0
2430131,2012-01-28,19,44.0
2430132,2017-06-26,2,32.0
2430133,2014-02-12,8,24.0
2430134,2019-12-14,5,33.0
2430135,2020-02-12,0,97.0
2430136,2015-11-02,9,79.0
2430137,2021-04-13,18,85.0
2430138,2014-09-18,1,10.0
2430139,2012-12-24,10,27.0
2430140,2014-10-10,9,46.0
2430141,2021-03-13,10,27.0
2430142,2012-12-02,4,64.0
2430143,2013-03-13,2,53.0
2430144,2017-07-15,16,96.0
2430145,2019-05-13,14,20.0
2430146,2020-07-24,2,75.0
2430147,2017-06-10,9,22.0
2430148,2016-12-14,2,65.0
2430149,2021-07-02,9,65.0
2430150,2019-09-01,8,52.0
2430151,2017-11-01,4,14.0
2430152,2019-06-09,0,27.0
2430153,2017-11-04,14,34.0
2430154,2019-11-22,11,8.0
2430155,2014-01-24,6,59.0
2430156,2016-02-22,9,28.0
2430157,2019-02-13,4,45.0
2430158,2014-11-21,5,82.0
2430159,2018-12-25,14,8.0
2430160,2014-05-18,1,49.0
2430161,2017-11-11,3,13.0
2430162,2014-04-27,10,38.0
2430163,2021-01-16,0,60.0
2430164,2012-06-01,0,43.0
2430165,2020-04-25,19,2.0
2430166,2018-12-21,2,44.0
2430167,2016-05-26,3,14.0
2430168,2013-08-02,8,70.0
2430169,2017-02-02,9,33.0
2430170,2018-11-25,10,1.0
2430171,2020-05-11,5,6.0
2430172,2014-11-14,15,90.0
2430173,2019-10-03,7,74.0
2430174,2017-12-20,12,86.0
2430175,2018-08-17,1,48.0
2430176,2015-05-28,16,47.0
2430177,2014-11-08,0,74.0
2430178,2019-09-26,8,60.0
2430179,2019-08-07,15,97.0
2430180,2020-05-28,4,61.0
2430181,2018-03-24,9,52.0
2430182,2014-03-06,17,81.0
2430183,2021-01-25,2,52.0
2430184,2012-09-12,18,33.0
2430185,2014-08-21,0,59.0
2430186,2015-12-16,13,67.0
2430187,2013-04-06,16,97.0
2430188,2013-02-09,16,64.0
2430189,2021-08-19,10,14.0
2430190,2019-12-17,1,55.0
2430191,2013-09-01,0,25.0
2430192,2016-08-25,12,69.0
2430193,2016-12-04,11,36.0
2430194,2012-02-18,17,1.0
2430195,2018-09-14,16,18.0
2430196,2012-09-03,15,86.0
2430197,2015-02-13,9,51.0
2430198,2016-10-13,9,8.0
2430199,2018-12-21,9,70.0
2430200,2013-02-25,1,63.0
2430201,2013-02-17,7,36.0
2430202,2020-07-25,5,38.0
2430203,2016-02-09,7,40.0
2430204,2017-08-18,3,99.0
2430205,2012-08-26,10,74.0
2430206,2017-01-16,2,28.0
2430207,2016-09-18,10,79.0
2430208,2020-09-08,6,9.0
2430209,2014-08-09,19,48.0
2430210,2014-04-28,2,80.0
2430211,2015-07-17,13,72.0
2430212,2012-11-23,1,39.0
2430213,2014-01-18,19,60.0
2430214,2015-03-03,18,51.0
2430215,2021-05-12,11,70.0
2430216,2016-03-12,2,3.0
2430217,2013-12-06,14,90.0
2430218,2021-09-15,3,15.0
2430219,2018-01-22,7,44.0
2430220,2018-04-25,10,66.0
2430221,2013-06-06,15,18.0
2430222,2017-12-26,3,67.0
2430223,2013-12-14,5,11.0
2430224,2016-07-11,15,29.0
2430225,2016-02-13,13,38.0
2430226,2019-05-19,10,46.0
2430227,2020-09-24,8,15.0
2430228,2012-11-16,15,52.0
2430229,2018-02-11,0,92.0
2430230,2016-04-11,1,47.0
2430231,2015-07-25,17,25.0
2430232,2020-09-07,10,42.0
2430233,2020-11-20,15,76.0
2430234,2014-10-07,19,77.0
2430235,2017-01-23,11,74.0
2430236,2014-01-28,13,4.0
2430237,2017-03-28,18,14.0
2430238,2012-10-27,16,3.0
2430239,2013-08-14,9,50.0
2430240,2012-08-16,3,49.0
2430241,2019-03-12,1,7.0
2430242,2014-07-04,11,15.0
2430243,2019-08-23,14,51.0
2430244,2018-06-06,17,19.0
2430245,2014-03-18,3,18.0
2430246,2017-04-07,15,68.0
2430247,2017-12-11,5,82.0
2430248,2015-09-09,18,40.0
2430249,2019-07-26,1,19.0
2430250,2015-01-10,10,35.0
2430251,2013-01-07,2,77.0
2430252,2017-01-03,8,63.0
2430253,2012-08-08,18,79.0
2430254,2021-07-12,10,74.0
2430255,2013-07-22,1,80.0
2430256,2019-11-15,6,95.0
2430257,2013-04-23,12,67.0
2430258,2016-01-04,5,56.0
2430259,2015-12-27,15,33.0
2430260,2016-04-27,15,6.0
2430261,2012-10-16,18,20.0
2430262,2015-05-07,16,57.0
2430263,2016-02-27,16,10.0
2430264,2019-02-07,9,48.0
2430265,2021-01-17,10,59.0
2430266,2016-01-24,7,39.0
2430267,2017-08-25,2,7.0
2430268,2021-06-27,8,62.0
2430269,2012-08-22,2,46.0
2430270,2015-06-05,1,39.0
2430271,2016-11-28,16,61.0
2430272,2015-06-24,5,77.0
2430273,2013-04-01,10,11.0
2430274,2013-08-04,19,69.0
2430275,2015-11-13,19,90.0
2430276,2019-02-22,7,68.0
2430277,2021-03-10,17,33.0
2430278,2020-02-27,8,54.0
2430279,2018-01-16,14,34.0
2430280,2015-07-19,5,74.0
2430281,2020-10-05,16,17.0
2430282,2021-01-05,13,79.0
2430283,2015-04-06,10,11.0
2430284,2014-03-27,13,30.0
2430285,2021-01-23,5,99.0
2430286,2016-11-03,13,0.0
2430287,2020-09-10,13,13.0
2430288,2013-11-05,1,70.0
2430289,2014-10-09,5,59.0
2430290,2017-01-03,0,8.0
2430291,2015-07-26,8,66.0
2430292,2014-08-04,8,27.0
2430293,2015-11-28,9,87.0
2430294,2012-01-04,4,88.0
2430295,2014-09-21,11,26.0
2430296,2016-09-07,17,91.0
2430297,2016-09-07,11,86.0
2430298,2019-03-03,2,35.0
2430299,2014-07-06,8,27.0
2430300,2020-07-04,1,4.0
2430301,2012-08-19,0,7.0
2430302,2018-08-13,12,84.0
2430303,2012-04-23,5,15.0
2430304,2013-06-24,10,0.0
2430305,2021-04-24,7,4.0
2430306,2014-09-11,15,43.0
2430307,2013-07-24,8,85.0
2430308,2020-03-02,12,78.0
2430309,2013-03-22,1,62.0
2430310,2019-09-19,13,26.0
2430311,2017-08-20,14,74.0
2430312,2013-04-13,11,0.0
2430313,2021-04-03,8,54.0
2430314,2021-09-01,8,20.0
2430315,2018-01-10,7,46.0
2430316,2018-08-12,6,32.0
2430317,2018-07-20,11,6.0
2430318,2021-02-06,18,44.0
2430319,2021-06-22,12,77.0
2430320,2012-12-28,4,90.0
2430321,2020-08-15,3,30.0
2430322,2012-06-19,17,93.0
2430323,2018-10-03,6,77.0
2430324,2012-11-24,18,72.0
2430325,2017-10-15,3,42.0
2430326,2018-05-27,18,74.0
2430327,2019-05-16,19,44.0
2430328,2013-09-02,14,12.0
2430329,2014-11-19,15,97.0
2430330,2016-02-16,19,1.0
2430331,2018-11-18,17,50.0
2430332,2012-04-05,11,67.0
2430333,2021-09-09,3,96.0
2430334,2014-09-28,11,1.0
2430335,2014-10-25,15,32.0
2430336,2020-05-08,1,34.0
2430337,2021-11-02,12,54.0
2430338,2020-08-25,11,28.0
2430339,2021-09-24,12,29.0
2430340,2015-06-19,3,54.0
2430341,2012-05-20,7,75.0
2430342,2014-06-26,9,0.0
2430343,2015-01-04,3,52.0
2430344,2012-04-17,8,26.0
2430345,2013-10-25,17,89.0
2430346,2013-09-04,16,69.0
2430347,2012-01-08,13,2.0
2430348,2016-10-02,15,57.0
2430349,2015-05-15,19,83.0
2430350,2015-11-14,7,68.0
2430351,2020-06-06,2,78.0
2430352,2013-02-22,16,35.0
2430353,2018-03-17,3,20.0
2430354,2017-04-16,0,71.0
2430355,2014-08-22,10,2.0
2430356,2015-01-22,4,60.0
2430357,2012-05-08,10,56.0
2430358,2012-04-04,10,0.0
2430359,2016-12-21,15,81.0
2430360,2015-11-07,0,28.0
2430361,2018-09-27,9,81.0
2430362,2020-12-27,15,18.0
2430363,2021-12-26,5,40.0
2430364,2016-09-02,15,50.0
2430365,2017-04-22,11,18.0
2430366,2015-03-18,0,63.0
2430367,2021-06-13,14,34.0
2430368,2016-02-04,14,99.0
2430369,2019-07-06,12,8.0
2430370,2015-05-06,17,0.0
2430371,2019-05-12,1,77.0
2430372,2016-05-04,14,11.0
2430373,2014-10-06,15,7.0
2430374,2018-08-01,14,99.0
2430375,2017-04-22,15,13.0
2430376,2020-12-09,16,52.0
2430377,2020-07-01,14,1.0
2430378,2019-05-24,4,70.0
2430379,2015-04-12,7,59.0
2430380,2012-03-21,12,36.0
2430381,2012-06-04,7,58.0
2430382,2019-03-10,9,54.0
2430383,2014-01-07,15,81.0
2430384,2015-12-05,12,37.0
2430385,2020-03-08,4,16.0
2430386,2020-07-07,12,30.0
2430387,2018-06-16,16,61.0
2430388,2018-06-19,15,12.0
2430389,2016-01-08,5,73.0
2430390,2015-10-18,1,98.0
2430391,2013-12-22,12,17.0
2430392,2014-10-12,16,49.0
2430393,2019-06-17,6,40.0
2430394,2014-11-28,16,56.0
2430395,2017-06-06,15,13.0
2430396,2021-06-06,13,82.0
2430397,2020-08-07,19,20.0
2430398,2012-01-14,12,22.0
2430399,2021-02-22,19,87.0
2430400,2016-02-20,5,63.0
2430401,2015-07-13,11,56.0
2430402,2021-10-19,19,27.0
2430403,2021-06-05,9,40.0
2430404,2016-01-25,6,19.0
2430405,2012-10-05,5,4.0
2430406,2021-11-15,19,64.0
2430407,2015-05-27,5,48.0
2430408,2021-11-23,0,66.0
2430409,2015-11-13,3,32.0
2430410,2013-08-24,8,31.0
2430411,2013-01-16,3,10.0
2430412,2018-09-26,4,97.0
2430413,2015-07-22,18,28.0
2430414,2020-01-11,17,91.0
2430415,2014-04-19,16,37.0
2430416,2012-10-22,15,44.0
2430417,2013-11-15,19,12.0
2430418,2021-02-02,17,27.0
2430419,2018-12-20,3,15.0
2430420,2014-11-06,19,99.0
2430421,2016-06-19,7,38.0
2430422,2015-07-06,5,28.0
2430423,2018-08-12,9,27.0
2430424,2021-03-11,16,4.0
2430425,2018-11-09,9,2.0
2430426,2014-03-03,13,37.0
2430427,2012-12-09,0,30.0
2430428,2013-07-01,8,50.0
2430429,2018-03-04,9,46.0
2430430,2017-04-17,7,90.0
2430431,2019-08-18,13,63.0
2430432,2020-12-12,3,22.0
2430433,2014-12-26,6,4.0
2430434,2016-01-10,1,22.0
2430435,2018-05-26,1,8.0
2430436,2012-02-15,2,27.0
2430437,2020-05-01,9,46.0
2430438,2012-12-06,7,99.0
2430439,2014-12-08,13,35.0
2430440,2016-02-17,6,23.0
2430441,2014-11-09,10,52.0
2430442,2021-07-20,9,93.0
2430443,2021-01-15,7,81.0
2430444,2021-10-13,11,25.0
2430445,2019-01-19,4,76.0
2430446,2013-01-13,1,2.0
2430447,2016-05-07,4,51.0
2430448,2018-01-21,7,44.0
2430449,2014-11-27,16,10.0
2430450,2016-02-19,0,25.0
2430451,2016-01-27,1,54.0
2430452,2013-06-23,15,58.0
2430453,2012-12-09,2,91.0
2430454,2013-04-27,19,97.0
2430455,2019-04-16,14,88.0
2430456,2018-01-21,14,82.0
2430457,2017-10-21,15,49.0
2430458,2018-10-17,19,77.0
2430459,2012-11-20,4,73.0
2430460,2012-12-19,17,7.0
2430461,2020-04-01,12,53.0
2430462,2013-06-15,17,34.0
2430463,2014-02-04,0,76.0
2430464,2016-01-11,6,32.0
2430465,2019-12-17,9,18.0
2430466,2012-11-09,6,4.0
2430467,2020-02-08,1,52.0
2430468,2012-12-01,12,25.0
2430469,2018-03-18,8,65.0
2430470,2018-10-15,7,80.0
2430471,2019-06-27,8,23.0
2430472,2013-01-16,0,77.0
2430473,2016-10-12,8,22.0
2430474,2021-02-20,19,39.0
2430475,2013-08-23,0,34.0
2430476,2020-01-01,7,36.0
2430477,2014-10-21,1,42.0
2430478,2016-03-15,6,33.0
2430479,2012-06-03,4,7.0
2430480,2018-01-18,0,85.0
2430481,2017-08-06,1,80.0
2430482,2013-11-05,12,32.0
2430483,2018-02-17,8,56.0
2430484,2019-12-19,8,76.0
2430485,2012-06-02,5,50.0
2430486,2019-04-02,10,3.0
2430487,2015-08-28,19,16.0
2430488,2017-09-02,1,25.0
2430489,2016-03-11,4,84.0
2430490,2020-02-21,0,10.0
2430491,2018-02-10,7,72.0
2430492,2017-09-13,8,56.0
2430493,2017-07-01,8,64.0
2430494,2015-01-23,6,0.0
2430495,2015-10-20,1,60.0
2430496,2016-04-23,8,21.0
2430497,2021-10-26,3,0.0
2430498,2017-12-27,6,30.0
2430499,2015-08-18,16,93.0
2430500,2013-04-11,9,21.0
2430501,2017-07-19,16,6.0
2430502,2018-05-05,0,91.0
2430503,2017-02-22,5,72.0
2430504,2014-11-28,17,75.0
2430505,2013-05-26,7,3.0
2430506,2020-05-24,13,37.0
2430507,2021-01-08,17,52.0
2430508,2014-01-06,18,13.0
2430509,2020-11-04,16,31.0
2430510,2012-04-06,7,30.0
2430511,2021-02-08,10,44.0
2430512,2016-01-17,16,11.0
2430513,2021-01-22,13,68.0
2430514,2018-09-16,5,28.0
2430515,2012-11-09,9,36.0
2430516,2012-06-09,6,62.0
2430517,2015-02-09,8,13.0
2430518,2014-03-19,12,32.0
2430519,2016-12-10,5,27.0
2430520,2017-06-06,17,47.0
2430521,2020-04-06,10,59.0
2430522,2013-12-07,12,70.0
2430523,2012-02-24,1,50.0
2430524,2017-03-07,17,26.0
2430525,2017-11-25,17,0.0
2430526,2014-12-22,10,78.0
2430527,2019-03-22,10,84.0
2430528,2019-10-14,0,49.0
2430529,2012-11-25,1,67.0
2430530,2017-12-08,18,18.0
2430531,2016-08-17,0,97.0
2430532,2014-12-14,12,30.0
2430533,2015-03-10,10,17.0
2430534,2017-09-22,0,75.0
2430535,2017-12-07,0,73.0
2430536,2019-01-25,9,73.0
2430537,2015-07-07,3,93.0
2430538,2012-07-05,19,32.0
2430539,2017-09-04,0,23.0
2430540,2013-04-17,1,25.0
2430541,2014-04-18,11,63.0
2430542,2021-10-14,18,46.0
2430543,2019-01-04,0,87.0
2430544,2020-09-10,4,42.0
2430545,2012-02-18,14,83.0
2430546,2013-12-16,12,34.0
2430547,2018-07-27,4,14.0
2430548,2018-10-14,4,15.0
2430549,2019-03-03,18,44.0
2430550,2021-06-26,0,69.0
2430551,2018-09-12,18,16.0
2430552,2014-09-09,10,94.0
2430553,2020-12-06,16,17.0
2430554,2021-04-23,18,20.0
2430555,2014-07-17,5,11.0
2430556,2012-12-20,7,36.0
2430557,2021-10-21,11,8.0
2430558,2013-08-24,9,61.0
2430559,2019-01-14,9,79.0
2430560,2016-06-09,10,69.0
2430561,2019-10-27,18,99.0
2430562,2014-06-08,1,26.0
2430563,2015-01-24,7,26.0
2430564,2019-05-25,14,69.0
2430565,2014-05-13,3,80.0
2430566,2012-07-11,8,74.0
2430567,2018-12-28,6,87.0
2430568,2016-02-03,4,31.0
2430569,2020-12-11,19,29.0
2430570,2016-06-09,9,55.0
2430571,2013-04-12,7,83.0
2430572,2019-05-13,19,71.0
2430573,2014-01-13,13,28.0
2430574,2012-04-03,2,65.0
2430575,2019-04-17,1,84.0
2430576,2021-03-13,17,15.0
2430577,2019-12-07,12,69.0
2430578,2012-11-09,1,81.0
2430579,2012-11-05,0,86.0
2430580,2017-09-09,3,32.0
2430581,2016-12-28,13,14.0
2430582,2016-08-18,17,61.0
2430583,2013-05-12,13,75.0
2430584,2013-09-11,4,40.0
2430585,2021-08-04,8,20.0
2430586,2019-10-05,10,37.0
2430587,2015-01-06,4,80.0
2430588,2021-09-16,14,39.0
2430589,2020-10-09,18,48.0
2430590,2017-12-20,2,44.0
2430591,2018-09-16,14,58.0
2430592,2015-05-25,10,11.0
2430593,2017-12-27,19,24.0
2430594,2020-12-11,16,5.0
2430595,2021-09-16,14,66.0
2430596,2019-12-13,11,1.0
2430597,2020-07-17,13,46.0
2430598,2012-06-16,12,62.0
2430599,2020-10-15,1,5.0
2430600,2017-06-22,6,77.0
2430601,2017-09-23,0,50.0
2430602,2018-08-06,8,46.0
2430603,2018-01-02,3,1.0
2430604,2015-11-26,5,40.0
2430605,2014-09-14,18,85.0
2430606,2015-07-04,19,66.0
2430607,2014-05-01,10,34.0
2430608,2017-04-13,14,80.0
2430609,2015-10-12,16,26.0
2430610,2019-11-03,18,13.0
2430611,2019-11-24,18,48.0
2430612,2014-04-22,3,77.0
2430613,2019-10-16,12,43.0
2430614,2016-01-28,9,97.0
2430615,2017-06-17,19,38.0
2430616,2015-07-04,4,63.0
2430617,2014-10-03,10,94.0
2430618,2013-01-21,5,36.0
2430619,2015-07-07,18,55.0
2430620,2012-02-20,0,39.0
2430621,2021-08-24,14,41.0
2430622,2017-12-07,3,65.0
2430623,2020-09-08,15,40.0
2430624,2017-03-24,5,28.0
2430625,2014-12-14,11,50.0
2430626,2018-08-10,2,84.0
2430627,2014-10-04,16,19.0
2430628,2018-07-09,19,55.0
2430629,2020-03-09,5,20.0
2430630,2016-10-24,0,87.0
2430631,2014-10-14,12,85.0
2430632,2014-11-10,12,48.0
2430633,2013-09-10,5,90.0
2430634,2021-05-19,16,33.0
2430635,2014-05-26,8,55.0
2430636,2012-12-01,15,35.0
2430637,2021-02-05,2,39.0
2430638,2013-01-05,4,66.0
2430639,2020-05-06,5,82.0
2430640,2020-10-28,3,46.0
2430641,2021-01-21,18,78.0
2430642,2012-12-23,14,3.0
2430643,2021-10-22,6,72.0
2430644,2013-05-22,19,25.0
2430645,2012-06-14,15,8.0
2430646,2021-09-11,18,46.0
2430647,2017-11-14,14,63.0
2430648,2020-11-08,0,73.0
2430649,2015-10-07,16,24.0
2430650,2018-11-16,6,57.0
2430651,2012-02-11,2,18.0
2430652,2013-08-07,3,35.0
2430653,2014-08-28,11,19.0
2430654,2020-08-04,6,82.0
2430655,2012-03-06,18,99.0
2430656,2014-07-23,17,76.0
2430657,2013-10-03,15,17.0
2430658,2020-02-28,11,29.0
2430659,2020-04-05,3,68.0
2430660,2018-04-26,9,30.0
2430661,2021-06-02,4,40.0
2430662,2019-04-20,0,99.0
2430663,2019-01-16,16,40.0
2430664,2015-10-10,1,2.0
2430665,2019-01-09,11,16.0
2430666,2015-11-08,8,85.0
2430667,2019-08-11,1,87.0
2430668,2016-11-25,16,93.0
2430669,2013-03-18,17,84.0
2430670,2020-01-24,14,78.0
2430671,2014-05-26,17,0.0
2430672,2014-05-05,4,93.0
2430673,2014-12-22,13,49.0
2430674,2016-02-20,10,38.0
2430675,2018-09-27,8,51.0
2430676,2015-02-09,0,16.0
2430677,2017-02-16,10,72.0
2430678,2019-01-25,13,42.0
2430679,2013-12-01,13,54.0
2430680,2014-04-02,10,49.0
2430681,2015-11-05,11,54.0
2430682,2018-06-20,2,40.0
2430683,2020-09-18,2,60.0
2430684,2016-01-17,16,43.0
2430685,2015-06-19,17,28.0
2430686,2013-09-08,13,48.0
2430687,2013-02-14,19,57.0
2430688,2016-09-02,0,31.0
2430689,2021-07-13,6,1.0
2430690,2015-12-08,12,54.0
2430691,2015-08-07,9,45.0
2430692,2013-09-23,17,87.0
2430693,2020-01-09,0,85.0
2430694,2019-11-15,19,80.0
2430695,2014-10-28,10,33.0
2430696,2016-02-24,17,8.0
2430697,2019-08-02,14,52.0
2430698,2020-08-05,8,17.0
2430699,2021-05-06,19,72.0
2430700,2021-12-23,17,13.0
2430701,2012-03-21,0,32.0
2430702,2020-07-07,10,55.0
2430703,2016-04-11,19,87.0
2430704,2019-04-07,13,21.0
2430705,2012-12-12,18,14.0
2430706,2015-08-10,4,70.0
2430707,2019-11-22,12,76.0
2430708,2017-05-17,1,3.0
2430709,2017-07-04,1,40.0
2430710,2021-08-27,10,9.0
2430711,2020-10-21,16,13.0
2430712,2019-06-04,5,94.0
2430713,2019-09-12,1,36.0
2430714,2019-02-11,7,66.0
2430715,2017-01-21,12,76.0
2430716,2019-10-15,18,44.0
2430717,2017-06-26,4,10.0
2430718,2020-06-27,18,23.0
2430719,2013-01-24,4,22.0
2430720,2016-10-25,13,58.0
2430721,2018-02-11,5,30.0
2430722,2015-12-04,0,39.0
2430723,2014-10-25,15,47.0
2430724,2013-08-04,1,69.0
2430725,2021-06-08,3,24.0
2430726,2019-11-06,3,67.0
2430727,2012-05-04,3,2.0
2430728,2017-12-22,11,2.0
2430729,2015-10-11,13,65.0
2430730,2016-10-22,1,13.0
2430731,2016-01-06,2,58.0
2430732,2020-03-14,14,44.0
2430733,2019-04-21,5,77.0
2430734,2012-08-02,14,24.0
2430735,2020-06-19,12,20.0
2430736,2013-04-23,19,75.0
2430737,2020-12-13,16,31.0
2430738,2020-07-13,15,87.0
2430739,2016-02-28,9,99.0
2430740,2017-12-28,4,86.0
2430741,2018-01-11,0,7.0
2430742,2014-06-16,10,9.0
2430743,2019-07-17,3,6.0
2430744,2018-06-12,17,54.0
2430745,2017-12-08,2,46.0
2430746,2013-05-08,8,73.0
2430747,2021-10-19,1,57.0
2430748,2016-08-20,10,10.0
2430749,2016-12-04,16,61.0
2430750,2018-03-21,2,18.0
2430751,2015-03-16,11,12.0
2430752,2014-10-07,8,67.0
2430753,2021-12-10,12,67.0
2430754,2013-12-03,11,90.0
2430755,2021-02-15,5,84.0
2430756,2016-03-02,3,1.0
2430757,2012-02-07,15,13.0
2430758,2017-08-13,7,84.0
2430759,2013-10-07,7,96.0
2430760,2014-07-14,14,76.0
2430761,2012-08-07,12,4.0
2430762,2015-07-08,10,62.0
2430763,2018-08-28,6,45.0
2430764,2020-08-11,2,81.0
2430765,2012-12-15,1,78.0
2430766,2017-06-03,7,28.0
2430767,2016-07-08,1,30.0
2430768,2017-01-25,4,49.0
2430769,2012-04-24,19,87.0
2430770,2012-07-13,0,66.0
2430771,2021-07-20,13,76.0
2430772,2012-01-18,7,4.0
2430773,2012-08-04,19,5.0
2430774,2017-04-10,19,76.0
2430775,2013-09-11,7,61.0
2430776,2017-04-19,2,76.0
2430777,2015-02-17,17,32.0
2430778,2018-01-15,3,12.0
2430779,2016-03-06,17,52.0
2430780,2021-05-05,4,96.0
2430781,2012-12-19,17,24.0
2430782,2013-04-17,1,55.0
2430783,2016-05-26,15,21.0
2430784,2013-08-22,5,63.0
2430785,2013-08-12,14,46.0
2430786,2019-05-18,2,93.0
2430787,2021-07-26,7,78.0
2430788,2015-08-24,15,34.0
2430789,2019-04-20,2,10.0
2430790,2018-03-23,2,47.0
2430791,2018-01-05,12,42.0
2430792,2012-05-06,7,83.0
2430793,2012-05-19,12,86.0
2430794,2015-03-06,3,54.0
2430795,2013-05-23,15,81.0
2430796,2018-11-28,6,49.0
2430797,2015-12-07,4,4.0
2430798,2016-12-28,5,58.0
2430799,2020-08-25,13,31.0
2430800,2015-01-02,14,81.0
2430801,2021-09-10,5,61.0
2430802,2017-08-14,2,22.0
2430803,2016-05-27,10,83.0
2430804,2013-06-06,6,14.0
2430805,2014-12-05,14,99.0
2430806,2013-08-10,9,99.0
2430807,2017-02-10,7,40.0
2430808,2013-07-10,1,63.0
2430809,2014-12-12,3,98.0
2430810,2016-11-16,8,96.0
2430811,2015-01-07,7,94.0
2430812,2014-03-17,15,39.0
2430813,2017-01-13,7,63.0
2430814,2014-10-12,15,36.0
