date,category_name,id,category,price,total_price_per_category_per_day
2016-06-16,food,2471981,3,78.0,11966.0
2020-06-01,food,2472258,4,97.0,12222.0
2017-01-10,furniture,2472562,12,66.0,27062.0
2020-06-01,food,2472649,5,8.0,12222.0
2015-07-01,furniture,2472900,14,9.0,23753.0
2012-09-10,furniture,2473363,18,54.0,24428.0
2018-06-09,food,2473412,1,46.0,10371.0
2020-01-19,furniture,2473420,15,43.0,23976.0
2020-02-01,furniture,2473560,10,86.0,27007.0
2018-06-09,food,2473665,5,70.0,10371.0
2020-02-01,furniture,2473713,19,90.0,27007.0
2012-05-23,food,2473844,4,61.0,11124.0
2018-06-09,food,2473997,3,62.0,10371.0
2015-09-15,furniture,2474072,9,66.0,26625.0
2015-09-15,furniture,2474431,6,14.0,26625.0
2013-09-10,furniture,2474607,13,29.0,22747.0
2012-01-02,furniture,2474717,17,45.0,26855.0
2019-07-03,furniture,2474846,15,68.0,28008.0
2015-02-11,food,2475025,1,40.0,12418.0
2014-03-24,furniture,2475544,18,39.0,26133.0
2020-12-11,furniture,2475707,13,29.0,25691.0
2012-10-26,furniture,2475756,8,66.0,25151.0
2020-12-11,furniture,2475893,9,74.0,25691.0
2021-05-23,food,2475937,1,62.0,10026.0
2018-12-26,food,2476376,2,22.0,11368.0
2015-09-15,furniture,2476453,6,7.0,26625.0
2016-06-16,food,2476810,0,18.0,11966.0
2020-09-28,furniture,2477133,14,91.0,26218.0
2020-09-28,furniture,2477264,19,69.0,26218.0
2015-02-23,furniture,2477418,16,63.0,27244.0
2020-02-01,furniture,2477536,16,73.0,27007.0
2020-02-01,furniture,2478594,14,19.0,27007.0
2018-04-04,furniture,2479034,16,15.0,27831.0
2016-03-03,food,2479054,1,26.0,10318.0
2012-04-13,furniture,2479104,13,85.0,26987.0
2015-09-15,furniture,2479262,17,46.0,26625.0
2015-09-15,furniture,2479324,19,2.0,26625.0
2012-01-02,furniture,2479328,13,77.0,26855.0
2020-02-11,food,2480130,0,88.0,11621.0
2012-10-26,furniture,2480166,18,58.0,25151.0
2012-04-13,furniture,2480255,6,10.0,26987.0
2012-09-10,furniture,2480259,13,17.0,24428.0
2015-12-06,furniture,2480447,18,80.0,26726.0
2014-03-24,furniture,2480981,18,64.0,26133.0
2020-02-11,food,2481182,3,64.0,11621.0
2015-07-01,furniture,2481427,15,64.0,23753.0
2017-01-25,furniture,2481490,13,81.0,26758.0
2020-12-11,furniture,2481522,12,92.0,25691.0
2020-04-04,furniture,2481656,11,0.0,23900.0
2013-08-28,furniture,2481739,9,78.0,25900.0
2018-12-26,food,2481986,2,13.0,11368.0
2020-02-11,food,2482185,5,54.0,11621.0
2012-10-26,furniture,2482220,18,49.0,25151.0
2019-01-14,food,2482676,0,30.0,11134.0
2016-06-16,food,2482733,2,49.0,11966.0
2020-04-04,furniture,2482820,15,15.0,23900.0
2013-08-28,furniture,2482851,6,13.0,25900.0
2016-01-27,furniture,2482907,15,63.0,26027.0
2018-06-09,food,2483770,2,21.0,10371.0
2020-06-01,food,2483802,4,63.0,12222.0
2020-02-11,food,2483848,2,70.0,11621.0
2015-02-23,furniture,2484301,6,42.0,27244.0
2016-03-03,food,2484474,0,4.0,10318.0
2017-01-25,furniture,2484787,17,55.0,26758.0
2018-01-14,food,2484802,3,21.0,10920.0
2020-09-28,furniture,2484904,15,35.0,26218.0
2014-03-24,furniture,2484933,12,96.0,26133.0
2018-12-26,food,2484963,5,46.0,11368.0
2017-01-25,furniture,2485098,11,3.0,26758.0
2016-01-27,furniture,2485487,12,22.0,26027.0
2012-10-26,furniture,2485612,8,24.0,25151.0
2012-09-10,furniture,2485725,12,11.0,24428.0
2020-12-11,furniture,2485789,19,69.0,25691.0
2015-12-06,furniture,2486017,15,86.0,26726.0
2020-06-01,food,2486070,0,74.0,12222.0
2018-04-04,furniture,2486082,9,71.0,27831.0
2020-06-01,food,2486277,2,95.0,12222.0
2017-01-25,furniture,2486437,8,97.0,26758.0
2015-09-15,furniture,2486573,17,43.0,26625.0
2020-12-11,furniture,2486596,12,1.0,25691.0
2018-04-04,furniture,2486630,17,68.0,27831.0
2020-04-04,furniture,2486817,9,35.0,23900.0
2019-07-03,furniture,2486968,11,91.0,28008.0
2020-01-19,furniture,2487607,12,16.0,23976.0
2012-05-23,food,2487644,5,29.0,11124.0
2017-01-10,furniture,2488025,12,72.0,27062.0
2012-01-02,furniture,2488794,13,3.0,26855.0
2016-03-03,food,2489130,2,66.0,10318.0
2019-07-03,furniture,2489185,14,27.0,28008.0
2012-05-23,food,2489345,0,31.0,11124.0
2020-04-04,furniture,2489553,9,40.0,23900.0
2015-02-23,furniture,2489591,15,46.0,27244.0
2020-09-28,furniture,2489846,8,97.0,26218.0
2015-02-11,food,2489966,3,85.0,12418.0
2013-08-28,furniture,2490277,6,28.0,25900.0
2020-06-01,food,2490371,3,14.0,12222.0
2018-01-14,food,2490519,3,38.0,10920.0
2020-04-04,furniture,2490748,8,57.0,23900.0
2013-09-10,furniture,2490757,13,7.0,22747.0
2020-06-01,food,2491051,4,80.0,12222.0
2012-09-10,furniture,2491401,12,84.0,24428.0
2019-01-14,food,2491472,1,67.0,11134.0
2017-01-25,furniture,2492008,11,44.0,26758.0
2012-04-13,furniture,2492474,10,52.0,26987.0
2016-06-16,food,2493534,2,30.0,11966.0
2020-04-04,furniture,2493552,17,83.0,23900.0
2013-08-28,furniture,2493929,8,9.0,25900.0
2013-08-28,furniture,2494191,8,92.0,25900.0
2016-01-27,furniture,2494327,17,47.0,26027.0
2020-09-28,furniture,2494436,16,70.0,26218.0
2012-09-10,furniture,2494483,12,60.0,24428.0
2015-02-23,furniture,2494505,17,73.0,27244.0
2015-12-06,furniture,2494579,11,39.0,26726.0
2018-01-14,food,2494734,2,88.0,10920.0
2012-01-02,furniture,2494936,14,18.0,26855.0
2017-01-25,furniture,2494961,18,66.0,26758.0
2020-04-04,furniture,2496279,10,54.0,23900.0
2018-04-04,furniture,2496314,15,58.0,27831.0
2018-06-09,food,2496381,5,43.0,10371.0
2020-02-01,furniture,2496424,6,68.0,27007.0
2012-05-23,food,2496575,3,28.0,11124.0
2015-02-23,furniture,2496894,18,85.0,27244.0
2015-09-15,furniture,2496936,8,38.0,26625.0
2016-01-27,furniture,2496954,19,64.0,26027.0
2012-10-26,furniture,2497135,14,92.0,25151.0
2020-02-11,food,2497434,3,75.0,11621.0
2017-01-25,furniture,2497602,15,0.0,26758.0
2012-10-26,furniture,2498079,15,94.0,25151.0
2018-01-14,food,2498530,2,16.0,10920.0
2017-01-25,furniture,2498630,11,14.0,26758.0
2014-03-24,furniture,2498802,18,7.0,26133.0
2015-12-06,furniture,2499121,15,46.0,26726.0
2017-01-25,furniture,2499157,16,11.0,26758.0
2020-02-11,food,2499240,3,89.0,11621.0
2016-01-27,furniture,2499602,16,18.0,26027.0
2020-01-19,furniture,2499633,6,17.0,23976.0
2021-01-10,furniture,2425239,14,60.0,25524.0
2017-08-13,food,2425391,3,4.0,10521.0
2017-12-11,furniture,2425558,11,6.0,27235.0
2014-07-17,food,2425574,0,35.0,10858.0
2021-11-20,food,2425659,0,28.0,13185.0
2014-02-02,furniture,2425849,18,63.0,25545.0
2015-08-06,food,2426792,4,59.0,11291.0
2019-06-15,furniture,2426931,15,21.0,28347.0
2015-12-12,food,2427217,3,63.0,10782.0
2021-11-20,food,2427435,0,32.0,13185.0
2014-05-08,furniture,2427487,11,92.0,26561.0
2014-02-02,furniture,2427572,12,86.0,25545.0
2019-06-15,furniture,2427708,13,53.0,28347.0
2021-03-06,furniture,2427729,14,61.0,26020.0
2019-10-22,food,2427840,1,82.0,10546.0
2014-02-02,furniture,2428428,19,13.0,25545.0
2019-11-18,furniture,2428522,13,73.0,27306.0
2014-06-03,food,2429006,3,12.0,10986.0
2020-09-27,furniture,2429027,15,11.0,26744.0
2021-01-10,furniture,2429115,17,68.0,25524.0
2015-03-24,furniture,2429196,18,38.0,26760.0
2013-11-14,furniture,2429206,12,78.0,25267.0
2017-12-11,furniture,2429676,10,38.0,27235.0
2014-01-06,furniture,2430508,18,13.0,25961.0
2014-07-17,food,2430555,5,11.0,10858.0
2014-01-06,furniture,2430891,18,5.0,25961.0
2014-01-06,furniture,2431112,18,19.0,25961.0
2018-01-25,furniture,2431833,7,97.0,26514.0
2014-07-17,food,2431958,3,3.0,10858.0
2021-03-06,furniture,2432005,8,62.0,26020.0
2014-01-06,furniture,2432319,14,9.0,25961.0
2020-07-06,food,2432463,3,50.0,10258.0
2014-02-02,furniture,2432577,15,95.0,25545.0
2015-03-24,furniture,2432686,13,36.0,26760.0
2019-10-22,food,2432704,3,61.0,10546.0
2018-07-14,furniture,2432895,17,41.0,27479.0
2018-07-14,furniture,2433126,15,24.0,27479.0
2021-03-06,furniture,2433136,10,49.0,26020.0
2017-12-11,furniture,2433177,11,53.0,27235.0
2012-01-16,food,2434203,2,84.0,11249.0
2014-05-08,furniture,2434941,10,19.0,26561.0
2018-05-20,furniture,2435054,7,95.0,26101.0
2015-12-12,food,2435119,5,33.0,10782.0
2021-08-05,furniture,2435126,11,47.0,25579.0
2018-08-05,food,2435338,2,50.0,10927.0
2021-07-22,food,2435931,5,27.0,11273.0
2019-11-18,furniture,2436442,7,81.0,27306.0
2018-01-25,furniture,2436794,17,77.0,26514.0
2019-03-04,furniture,2436990,11,15.0,25172.0
2017-01-17,food,2437071,5,88.0,10549.0
2019-03-04,furniture,2437103,11,58.0,25172.0
2014-07-17,food,2437154,3,52.0,10858.0
2015-03-24,furniture,2437425,17,81.0,26760.0
2012-01-16,food,2437537,5,69.0,11249.0
2021-07-22,food,2438134,4,42.0,11273.0
2019-12-12,food,2438193,5,97.0,11412.0
2014-02-02,furniture,2438523,17,81.0,25545.0
2018-07-14,furniture,2438750,14,72.0,27479.0
2018-05-20,furniture,2438815,12,65.0,26101.0
2018-07-14,furniture,2438845,17,27.0,27479.0
2021-08-05,furniture,2438956,7,23.0,25579.0
2017-12-11,furniture,2439057,15,4.0,27235.0
2014-05-08,furniture,2439447,17,61.0,26561.0
2021-03-06,furniture,2439663,8,75.0,26020.0
2017-12-11,furniture,2439693,11,42.0,27235.0
2018-05-20,furniture,2439858,7,63.0,26101.0
2018-05-20,furniture,2440252,17,55.0,26101.0
2019-11-18,furniture,2440678,17,51.0,27306.0
2014-02-02,furniture,2440810,6,31.0,25545.0
2012-06-26,food,2440816,0,0.0,10755.0
2014-02-02,furniture,2440999,14,7.0,25545.0
2017-01-17,food,2441187,1,64.0,10549.0
2020-09-27,furniture,2441848,8,62.0,26744.0
2013-11-14,furniture,2441974,13,45.0,25267.0
2021-11-20,food,2442144,1,35.0,13185.0
2019-06-15,furniture,2442277,8,87.0,28347.0
2019-06-15,furniture,2442475,6,20.0,28347.0
2014-07-17,food,2442531,1,87.0,10858.0
2014-05-08,furniture,2442654,14,45.0,26561.0
2015-03-24,furniture,2442675,16,20.0,26760.0
2019-12-12,food,2442723,0,85.0,11412.0
2018-01-25,furniture,2442971,6,17.0,26514.0
2021-11-20,food,2443331,2,53.0,13185.0
2021-08-05,furniture,2443744,9,51.0,25579.0
2021-08-05,furniture,2443836,19,5.0,25579.0
2020-09-27,furniture,2443851,19,27.0,26744.0
2018-07-14,furniture,2443906,8,2.0,27479.0
2019-12-12,food,2444479,1,98.0,11412.0
2019-03-04,furniture,2444526,10,89.0,25172.0
2021-01-10,furniture,2444609,19,6.0,25524.0
2017-12-11,furniture,2444715,6,11.0,27235.0
2015-03-24,furniture,2444724,16,88.0,26760.0
2015-12-12,food,2444880,0,21.0,10782.0
2019-03-04,furniture,2444917,19,51.0,25172.0
2012-12-24,food,2445311,5,4.0,10736.0
2018-07-14,furniture,2445526,9,26.0,27479.0
2019-11-18,furniture,2445815,18,37.0,27306.0
2019-11-18,furniture,2445955,16,68.0,27306.0
2012-01-16,food,2446213,5,1.0,11249.0
2018-07-14,furniture,2446245,9,74.0,27479.0
2014-01-06,furniture,2446319,18,10.0,25961.0
2021-11-20,food,2446576,3,29.0,13185.0
2018-05-20,furniture,2446698,8,6.0,26101.0
2014-07-17,food,2447030,0,85.0,10858.0
2014-01-06,furniture,2447134,12,86.0,25961.0
2017-12-11,furniture,2447276,9,27.0,27235.0
2021-02-07,food,2447309,4,39.0,10697.0
2014-02-02,furniture,2447359,11,20.0,25545.0
2015-08-06,food,2447680,3,58.0,11291.0
2012-01-16,food,2448257,4,71.0,11249.0
2018-07-14,furniture,2448420,12,86.0,27479.0
2014-02-02,furniture,2448562,11,71.0,25545.0
2013-11-14,furniture,2448876,7,29.0,25267.0
2014-04-10,food,2448933,3,25.0,10821.0
2017-08-13,food,2449008,2,19.0,10521.0
2021-11-19,food,2449212,4,13.0,10011.0
2013-11-14,furniture,2449225,17,50.0,25267.0
2014-05-08,furniture,2449446,16,60.0,26561.0
2021-08-05,furniture,2449575,9,6.0,25579.0
2018-01-25,furniture,2449770,10,2.0,26514.0
2019-11-18,furniture,2449891,9,73.0,27306.0
2014-01-16,food,2449977,1,32.0,10879.0
2017-08-13,food,2450114,4,30.0,10521.0
2014-07-17,food,2450153,1,83.0,10858.0
2019-10-22,food,2450162,0,3.0,10546.0
2014-04-10,food,2450166,4,11.0,10821.0
2017-05-18,food,2450240,1,97.0,10933.0
2018-07-14,furniture,2450269,12,39.0,27479.0
2019-03-04,furniture,2450282,7,70.0,25172.0
2014-05-08,furniture,2450495,18,13.0,26561.0
2020-07-06,food,2450551,1,43.0,10258.0
2012-06-26,food,2450861,5,20.0,10755.0
2021-01-10,furniture,2451077,14,95.0,25524.0
2015-12-12,food,2451103,5,82.0,10782.0
2021-01-10,furniture,2451564,8,84.0,25524.0
2014-02-02,furniture,2451874,13,3.0,25545.0
2018-01-25,furniture,2452147,16,26.0,26514.0
2019-03-04,furniture,2452291,10,32.0,25172.0
2020-09-27,furniture,2452765,7,6.0,26744.0
2018-05-20,furniture,2452808,11,18.0,26101.0
2015-12-12,food,2452980,2,78.0,10782.0
2021-08-05,furniture,2453077,10,21.0,25579.0
2014-04-10,food,2453216,0,56.0,10821.0
2018-05-20,furniture,2453316,17,69.0,26101.0
2014-01-06,furniture,2453448,18,44.0,25961.0
2017-12-11,furniture,2453552,18,92.0,27235.0
2021-01-10,furniture,2453634,10,77.0,25524.0
2013-11-14,furniture,2454268,6,77.0,25267.0
2013-11-14,furniture,2454431,13,20.0,25267.0
2019-03-04,furniture,2454720,12,31.0,25172.0
2014-04-10,food,2454723,3,19.0,10821.0
2015-12-12,food,2454948,1,25.0,10782.0
2019-06-15,furniture,2455138,15,88.0,28347.0
2014-01-06,furniture,2455168,15,54.0,25961.0
2019-11-18,furniture,2455236,12,48.0,27306.0
2017-12-11,furniture,2455505,11,95.0,27235.0
2014-05-08,furniture,2455759,6,81.0,26561.0
2019-11-18,furniture,2455829,13,69.0,27306.0
2020-07-06,food,2456086,4,96.0,10258.0
2018-05-20,furniture,2456135,16,10.0,26101.0
2013-11-14,furniture,2456390,12,82.0,25267.0
2019-12-12,food,2456469,2,94.0,11412.0
2019-03-04,furniture,2456499,15,20.0,25172.0
2019-02-23,food,2456792,1,89.0,11030.0
2017-12-11,furniture,2456801,6,2.0,27235.0
2018-05-20,furniture,2457114,16,4.0,26101.0
2019-06-15,furniture,2457285,17,3.0,28347.0
2014-01-16,food,2457533,3,2.0,10879.0
2014-01-06,furniture,2457869,6,12.0,25961.0
2017-12-11,furniture,2457997,7,93.0,27235.0
2019-06-15,furniture,2458045,16,21.0,28347.0
2021-02-07,food,2458320,2,47.0,10697.0
2015-12-12,food,2459291,5,88.0,10782.0
2021-01-10,furniture,2459893,12,46.0,25524.0
2014-05-08,furniture,2459979,13,26.0,26561.0
2015-03-24,furniture,2460045,16,88.0,26760.0
2019-11-18,furniture,2460408,11,61.0,27306.0
2021-03-06,furniture,2460482,9,53.0,26020.0
2014-05-08,furniture,2460534,19,3.0,26561.0
2021-11-20,food,2460722,3,60.0,13185.0
2019-03-04,furniture,2460857,6,52.0,25172.0
2019-06-15,furniture,2460934,9,67.0,28347.0
2016-09-27,food,2461054,5,85.0,9885.0
2020-09-27,furniture,2461094,12,21.0,26744.0
2018-05-20,furniture,2461521,19,89.0,26101.0
2019-06-15,furniture,2461579,15,82.0,28347.0
2021-08-05,furniture,2461714,9,64.0,25579.0
2012-01-16,food,2461796,4,32.0,11249.0
2012-12-24,food,2462075,1,75.0,10736.0
2017-12-11,furniture,2462228,13,77.0,27235.0
2020-07-06,food,2462463,4,39.0,10258.0
2013-11-14,furniture,2462537,14,25.0,25267.0
2012-06-26,food,2462635,4,80.0,10755.0
2021-03-06,furniture,2462675,11,6.0,26020.0
2021-01-10,furniture,2462822,8,43.0,25524.0
2014-07-17,food,2463047,2,48.0,10858.0
2014-01-06,furniture,2463372,11,69.0,25961.0
2015-08-06,food,2463565,5,92.0,11291.0
2018-01-25,furniture,2464114,11,61.0,26514.0
2019-11-18,furniture,2464170,12,98.0,27306.0
2021-11-20,food,2464194,1,50.0,13185.0
2021-02-07,food,2464239,2,21.0,10697.0
2020-07-06,food,2464686,4,35.0,10258.0
2021-11-20,food,2464823,2,43.0,13185.0
2019-06-15,furniture,2464834,15,29.0,28347.0
2014-05-08,furniture,2464998,16,18.0,26561.0
2014-02-02,furniture,2465100,16,95.0,25545.0
2018-07-14,furniture,2465262,18,63.0,27479.0
2016-09-27,food,2465370,1,60.0,9885.0
2012-01-16,food,2465986,4,62.0,11249.0
2019-10-22,food,2466054,5,10.0,10546.0
2019-06-15,furniture,2466454,16,85.0,28347.0
2017-05-18,food,2466470,2,77.0,10933.0
2014-07-17,food,2466571,4,33.0,10858.0
2019-06-15,furniture,2466696,9,84.0,28347.0
2020-09-27,furniture,2467218,13,2.0,26744.0
2021-02-07,food,2467684,4,0.0,10697.0
2016-09-27,food,2468029,0,14.0,9885.0
2021-07-22,food,2468036,5,65.0,11273.0
2017-08-13,food,2468054,5,75.0,10521.0
2021-11-20,food,2468168,1,78.0,13185.0
2014-01-06,furniture,2468686,8,69.0,25961.0
2021-01-10,furniture,2468714,11,85.0,25524.0
2019-10-22,food,2469026,4,37.0,10546.0
2021-08-05,furniture,2469332,9,80.0,25579.0
2019-11-18,furniture,2469515,11,53.0,27306.0
2019-11-18,furniture,2469694,8,7.0,27306.0
2019-12-12,food,2469832,5,92.0,11412.0
2014-02-02,furniture,2469863,15,53.0,25545.0
2014-02-02,furniture,2470372,13,85.0,25545.0
2021-08-05,furniture,2470517,15,31.0,25579.0
2014-01-06,furniture,2470706,19,55.0,25961.0
2012-12-24,food,2471080,4,3.0,10736.0
2018-07-14,furniture,2471506,11,62.0,27479.0
2014-05-08,furniture,2471543,19,12.0,26561.0
2014-05-08,furniture,2471796,11,24.0,26561.0
2014-02-02,furniture,2472155,18,63.0,25545.0
2014-02-02,furniture,2472170,15,84.0,25545.0
2018-01-25,furniture,2472307,16,4.0,26514.0
2021-01-10,furniture,2472421,6,23.0,25524.0
2014-02-02,furniture,2472485,14,50.0,25545.0
2021-01-10,furniture,2472525,9,49.0,25524.0
2017-12-11,furniture,2472580,19,45.0,27235.0
2015-08-06,food,2472583,1,70.0,11291.0
2018-07-14,furniture,2472722,12,77.0,27479.0
2021-01-10,furniture,2472747,18,91.0,25524.0
2019-02-23,food,2472888,2,72.0,11030.0
2020-09-27,furniture,2472937,14,98.0,26744.0
2017-05-18,food,2473164,0,78.0,10933.0
2018-05-20,furniture,2473457,13,78.0,26101.0
2018-01-25,furniture,2473674,6,3.0,26514.0
2014-07-17,food,2473918,2,62.0,10858.0
2014-01-06,furniture,2473974,16,79.0,25961.0
2014-02-02,furniture,2473985,14,80.0,25545.0
2018-01-25,furniture,2474087,15,75.0,26514.0
2018-01-25,furniture,2474170,17,44.0,26514.0
2018-05-20,furniture,2474251,16,71.0,26101.0
2018-07-14,furniture,2474268,15,19.0,27479.0
2013-11-14,furniture,2474672,13,61.0,25267.0
2017-12-11,furniture,2475030,9,83.0,27235.0
2015-03-24,furniture,2475325,9,71.0,26760.0
2019-06-15,furniture,2475419,8,35.0,28347.0
2014-01-16,food,2475659,4,54.0,10879.0
2021-08-05,furniture,2475950,17,40.0,25579.0
2021-11-20,food,2475993,4,61.0,13185.0
2018-05-20,furniture,2476160,15,27.0,26101.0
2013-11-14,furniture,2476310,13,45.0,25267.0
2021-08-05,furniture,2476389,14,32.0,25579.0
2021-07-22,food,2476658,1,78.0,11273.0
2019-10-22,food,2476916,5,66.0,10546.0
2018-05-20,furniture,2477364,14,4.0,26101.0
2021-01-10,furniture,2477460,13,8.0,25524.0
2015-08-06,food,2477721,3,45.0,11291.0
2017-01-17,food,2477864,0,79.0,10549.0
2018-07-14,furniture,2478276,17,8.0,27479.0
2021-08-05,furniture,2478365,11,12.0,25579.0
2014-05-08,furniture,2478434,9,63.0,26561.0
2021-03-06,furniture,2478555,17,52.0,26020.0
2016-09-27,food,2478896,5,87.0,9885.0
2015-03-24,furniture,2479103,16,20.0,26760.0
2014-02-02,furniture,2479416,11,57.0,25545.0
2018-01-25,furniture,2479482,7,70.0,26514.0
2019-03-04,furniture,2479641,19,34.0,25172.0
2014-02-02,furniture,2479771,17,13.0,25545.0
2021-01-10,furniture,2479908,14,1.0,25524.0
2021-11-19,food,2479972,2,41.0,10011.0
2014-01-06,furniture,2480022,7,63.0,25961.0
2014-05-08,furniture,2480212,13,70.0,26561.0
2021-11-20,food,2480267,3,98.0,13185.0
2014-02-02,furniture,2480373,15,29.0,25545.0
2015-03-24,furniture,2480514,15,70.0,26760.0
2012-12-24,food,2480972,4,55.0,10736.0
2020-09-27,furniture,2481375,19,86.0,26744.0
2014-05-08,furniture,2481383,12,36.0,26561.0
2017-08-13,food,2481547,3,69.0,10521.0
2014-01-06,furniture,2482064,11,42.0,25961.0
2020-07-06,food,2482150,3,79.0,10258.0
2021-08-05,furniture,2482352,18,55.0,25579.0
2017-08-13,food,2482601,4,47.0,10521.0
2014-07-17,food,2482621,3,25.0,10858.0
2012-01-16,food,2482697,4,57.0,11249.0
2021-01-10,furniture,2482831,9,71.0,25524.0
2021-11-20,food,2483025,3,80.0,13185.0
2014-06-03,food,2483099,4,62.0,10986.0
2019-02-23,food,2483528,4,10.0,11030.0
2014-04-10,food,2483919,4,89.0,10821.0
2014-06-03,food,2483995,4,36.0,10986.0
2021-02-07,food,2484794,5,6.0,10697.0
2014-01-06,furniture,2485517,10,59.0,25961.0
2017-12-11,furniture,2485753,15,74.0,27235.0
2019-03-04,furniture,2485861,11,48.0,25172.0
2019-11-18,furniture,2485905,17,1.0,27306.0
2015-08-06,food,2486071,5,46.0,11291.0
2018-05-20,furniture,2486370,11,39.0,26101.0
2012-12-24,food,2486438,4,57.0,10736.0
2017-08-13,food,2486517,0,72.0,10521.0
2021-11-19,food,2486877,4,28.0,10011.0
2014-05-08,furniture,2487346,16,72.0,26561.0
2014-02-02,furniture,2487478,7,30.0,25545.0
2019-06-15,furniture,2487792,6,16.0,28347.0
2019-03-04,furniture,2487802,8,4.0,25172.0
2018-05-20,furniture,2487840,15,89.0,26101.0
2018-08-05,food,2487858,4,14.0,10927.0
2017-01-17,food,2488073,2,94.0,10549.0
2021-02-07,food,2488520,2,58.0,10697.0
2014-01-06,furniture,2488562,9,64.0,25961.0
2021-08-05,furniture,2488727,13,85.0,25579.0
2021-11-20,food,2488977,5,92.0,13185.0
2018-07-14,furniture,2488989,19,92.0,27479.0
2014-01-06,furniture,2489183,16,94.0,25961.0
2014-06-03,food,2489307,2,8.0,10986.0
2019-12-12,food,2489451,1,19.0,11412.0
2021-07-22,food,2489611,0,67.0,11273.0
2021-01-10,furniture,2489833,19,97.0,25524.0
2015-12-12,food,2489910,1,15.0,10782.0
2015-03-24,furniture,2489989,19,92.0,26760.0
2020-09-27,furniture,2490376,15,0.0,26744.0
2018-05-20,furniture,2490618,7,40.0,26101.0
2018-07-14,furniture,2490675,12,16.0,27479.0
2021-03-06,furniture,2490706,19,50.0,26020.0
2014-01-06,furniture,2490717,9,36.0,25961.0
2014-07-17,food,2490889,1,76.0,10858.0
2015-12-12,food,2491153,3,21.0,10782.0
2014-02-02,furniture,2491255,6,73.0,25545.0
2017-01-17,food,2491262,1,77.0,10549.0
2019-03-04,furniture,2491360,6,63.0,25172.0
2012-12-24,food,2491398,1,60.0,10736.0
2017-08-13,food,2491417,1,36.0,10521.0
2019-11-18,furniture,2491509,12,25.0,27306.0
2014-01-16,food,2491609,1,56.0,10879.0
2014-01-06,furniture,2491901,11,70.0,25961.0
2019-02-23,food,2492064,0,69.0,11030.0
2021-01-10,furniture,2492146,16,52.0,25524.0
2021-03-06,furniture,2492292,14,27.0,26020.0
2020-09-27,furniture,2492932,16,45.0,26744.0
2013-11-14,furniture,2493065,7,42.0,25267.0
2017-12-11,furniture,2493620,10,93.0,27235.0
2014-05-08,furniture,2494109,15,34.0,26561.0
2016-09-27,food,2494704,2,93.0,9885.0
2015-03-24,furniture,2494756,14,77.0,26760.0
2021-03-06,furniture,2494807,6,70.0,26020.0
2018-07-14,furniture,2494955,11,36.0,27479.0
2012-01-16,food,2495000,4,97.0,11249.0
2014-01-06,furniture,2495120,19,71.0,25961.0
2019-06-15,furniture,2495137,8,94.0,28347.0
2014-02-02,furniture,2495230,19,76.0,25545.0
2019-10-22,food,2495592,0,9.0,10546.0
2019-12-12,food,2495735,4,11.0,11412.0
2012-06-26,food,2495765,2,32.0,10755.0
2017-01-17,food,2496098,2,0.0,10549.0
2014-07-17,food,2496108,0,69.0,10858.0
2014-02-02,furniture,2496255,6,35.0,25545.0
2017-05-18,food,2496348,3,53.0,10933.0
2019-06-15,furniture,2496494,17,89.0,28347.0
2021-03-06,furniture,2496517,10,78.0,26020.0
2013-11-14,furniture,2497114,14,77.0,25267.0
2018-07-14,furniture,2497231,9,35.0,27479.0
2018-08-05,food,2497345,3,92.0,10927.0
2014-02-02,furniture,2497420,10,79.0,25545.0
2017-01-17,food,2497453,0,63.0,10549.0
2019-06-15,furniture,2497528,6,13.0,28347.0
2014-02-02,furniture,2498365,11,18.0,25545.0
2021-03-06,furniture,2498705,10,18.0,26020.0
2019-10-22,food,2498779,1,53.0,10546.0
2014-02-02,furniture,2499167,14,31.0,25545.0
2021-07-22,food,2499268,0,45.0,11273.0
2020-09-27,furniture,2499270,9,23.0,26744.0
2019-11-18,furniture,2499298,8,43.0,27306.0
2017-12-11,furniture,2499360,19,67.0,27235.0
2020-09-27,furniture,2499680,17,70.0,26744.0
2018-07-14,furniture,2499791,19,7.0,27479.0
2019-06-15,furniture,2499863,18,4.0,28347.0
2021-10-18,food,2425551,0,67.0,11107.0
2014-02-25,furniture,2425812,18,74.0,27719.0
2014-12-06,food,2426202,0,61.0,11348.0
2013-03-01,furniture,2426232,14,32.0,27829.0
2021-08-21,furniture,2426383,9,88.0,25330.0
2014-06-07,furniture,2426496,17,98.0,26374.0
2013-02-02,furniture,2426569,11,80.0,24097.0
2012-05-22,furniture,2426691,10,79.0,27833.0
2014-12-06,food,2426786,5,83.0,11348.0
2020-03-25,furniture,2426852,11,99.0,25812.0
2020-03-25,furniture,2426941,9,49.0,25812.0
2019-10-21,furniture,2426947,14,26.0,25061.0
2013-02-02,furniture,2427048,16,63.0,24097.0
2012-05-22,furniture,2427148,6,3.0,27833.0
2013-11-02,food,2427259,0,88.0,11054.0
2016-09-28,furniture,2427379,19,20.0,25146.0
2020-03-25,furniture,2427624,16,87.0,25812.0
2016-09-28,furniture,2427674,11,4.0,25146.0
2012-12-02,furniture,2427831,13,86.0,26172.0
2012-12-02,furniture,2427961,18,65.0,26172.0
2020-05-15,food,2428010,0,74.0,13250.0
2017-01-06,food,2428068,3,54.0,10924.0
2012-02-27,furniture,2428172,18,35.0,28423.0
